locus_tag	ftype	length_bp	gene	EC_number	COG	product
AOKDPPHH_01428	CDS	1053	cbh	3.5.1.24		Choloylglycine hydrolase
AOKDPPHH_01429	CDS	774				hypothetical protein
AOKDPPHH_01430	CDS	696	rhaR_2			HTH-type transcriptional activator RhaR
AOKDPPHH_01431	CDS	372	ytfF_1			Inner membrane protein YtfF
AOKDPPHH_01432	CDS	588	ytfF_2			Inner membrane protein YtfF
AOKDPPHH_01433	CDS	321				hypothetical protein
AOKDPPHH_01434	CDS	2442	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
AOKDPPHH_01435	CDS	636	thrB	2.7.1.39		Homoserine kinase
AOKDPPHH_01436	CDS	1197	thrC	4.2.3.1	COG0498	Threonine synthase
AOKDPPHH_01437	CDS	753	aadR		COG0664	Transcriptional activatory protein AadR
AOKDPPHH_01438	CDS	1302	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
AOKDPPHH_01439	CDS	99				hypothetical protein
AOKDPPHH_01440	CDS	243				hypothetical protein
AOKDPPHH_01441	CDS	336	hisG_1	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AOKDPPHH_01442	CDS	576	hisG_2	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AOKDPPHH_01443	CDS	1296	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AOKDPPHH_01444	CDS	1095	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
AOKDPPHH_01445	CDS	1074	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
AOKDPPHH_01446	CDS	603	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
AOKDPPHH_01447	CDS	591	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
AOKDPPHH_01448	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
AOKDPPHH_01449	CDS	621	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
AOKDPPHH_01450	CDS	1590	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AOKDPPHH_01451	CDS	1053	glk_2	2.7.1.2	COG0837	Glucokinase
AOKDPPHH_01452	CDS	999		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
AOKDPPHH_01453	CDS	741	cutC		COG3142	Copper homeostasis protein CutC
AOKDPPHH_01454	CDS	2958	btuB_10			Vitamin B12 transporter BtuB
AOKDPPHH_01455	CDS	1080	actP_1	7.2.2.9		Copper-transporting P-type ATPase
AOKDPPHH_01456	CDS	1416	actP_2	7.2.2.9		Copper-transporting P-type ATPase
AOKDPPHH_01457	CDS	441	hmrR_1			HTH-type transcriptional regulator HmrR
AOKDPPHH_01458	CDS	195				hypothetical protein
AOKDPPHH_01459	CDS	1704				hypothetical protein
AOKDPPHH_01460	CDS	1374	btuB_11			Vitamin B12 transporter BtuB
AOKDPPHH_01461	CDS	1293				hypothetical protein
AOKDPPHH_01462	CDS	1173				hypothetical protein
AOKDPPHH_01463	CDS	1053	malI		COG1609	Maltose regulon regulatory protein MalI
AOKDPPHH_01464	CDS	1314	fucP_1		COG0738	L-fucose-proton symporter
AOKDPPHH_01465	CDS	411	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
AOKDPPHH_01466	CDS	1770		5.3.1.31		Sulfoquinovose isomerase
AOKDPPHH_01467	CDS	2631	lacZ	3.2.1.23		Beta-galactosidase
AOKDPPHH_01468	CDS	696	mtnC	3.1.3.77		Enolase-phosphatase E1
AOKDPPHH_01469	CDS	558	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
AOKDPPHH_01470	CDS	444	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
AOKDPPHH_01471	CDS	1428	yhdG_2		COG0531	putative amino acid permease YhdG
AOKDPPHH_01472	CDS	1476	yhdG_3		COG0531	putative amino acid permease YhdG
AOKDPPHH_01473	CDS	615				hypothetical protein
AOKDPPHH_01474	CDS	1242	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
AOKDPPHH_01475	CDS	1389		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AOKDPPHH_01476	CDS	300				hypothetical protein
AOKDPPHH_01477	CDS	837				hypothetical protein
AOKDPPHH_01478	CDS	603				hypothetical protein
AOKDPPHH_01479	CDS	1563	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
AOKDPPHH_01480	CDS	750	srrA		COG0745	Transcriptional regulatory protein SrrA
AOKDPPHH_01481	CDS	1044	mexA_1			Multidrug resistance protein MexA
AOKDPPHH_01482	CDS	690	acrF_1		COG0841	Multidrug export protein AcrF
AOKDPPHH_01483	CDS	1281	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
AOKDPPHH_01484	CDS	483	ttgB			Toluene efflux pump membrane transporter TtgB
AOKDPPHH_01485	CDS	1119	mdtB_2			Multidrug resistance protein MdtB
AOKDPPHH_01486	CDS	699				hypothetical protein
AOKDPPHH_01487	CDS	567	yeiP		COG0231	Elongation factor P-like protein
AOKDPPHH_01488	CDS	771		1.-.-.-		putative oxidoreductase
AOKDPPHH_01489	CDS	1905	menB_2	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
AOKDPPHH_01490	CDS	252				hypothetical protein
AOKDPPHH_01491	CDS	1866	feoB		COG0370	Fe(2+) transporter FeoB
AOKDPPHH_01492	CDS	255				hypothetical protein
AOKDPPHH_01493	CDS	783	ped	1.1.1.311		(S)-1-Phenylethanol dehydrogenase
AOKDPPHH_01494	CDS	732	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
AOKDPPHH_01495	CDS	1128	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
AOKDPPHH_01496	CDS	3243	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
AOKDPPHH_01497	CDS	477	greA		COG0782	Transcription elongation factor GreA
AOKDPPHH_01498	CDS	918				hypothetical protein
AOKDPPHH_01499	CDS	1758	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
AOKDPPHH_01500	CDS	1230	vgrG1_1	6.3.2.-		Actin cross-linking toxin VgrG1
AOKDPPHH_01501	CDS	1017				hypothetical protein
AOKDPPHH_01502	CDS	1617				hypothetical protein
AOKDPPHH_01503	CDS	129				hypothetical protein
AOKDPPHH_01504	CDS	1986				hypothetical protein
AOKDPPHH_01505	CDS	2475	rhsC_1		COG3209	Protein RhsC
AOKDPPHH_01506	CDS	588				hypothetical protein
AOKDPPHH_01507	CDS	843				hypothetical protein
AOKDPPHH_01508	CDS	2907				hypothetical protein
AOKDPPHH_01509	CDS	1209				hypothetical protein
AOKDPPHH_01510	CDS	861				hypothetical protein
AOKDPPHH_01511	CDS	741	loiP_1	3.4.24.-	COG0501	Metalloprotease LoiP
AOKDPPHH_01512	CDS	237				hypothetical protein
AOKDPPHH_01513	CDS	927	prfB		COG1186	Peptide chain release factor RF2
AOKDPPHH_01514	CDS	780				hypothetical protein
AOKDPPHH_01515	CDS	834				IS3 family transposase ISBps2
AOKDPPHH_01516	CDS	1386	sad_3	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
AOKDPPHH_01517	CDS	1641	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
AOKDPPHH_01518	CDS	1443	lysS_1	6.1.1.6		Lysine--tRNA ligase
AOKDPPHH_01519	CDS	114	lysS_2	6.1.1.6	COG1190	Lysine--tRNA ligase
AOKDPPHH_01520	CDS	3855	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
AOKDPPHH_01521	CDS	870	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
AOKDPPHH_01522	CDS	1677	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AOKDPPHH_01523	CDS	1683	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
AOKDPPHH_01524	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
AOKDPPHH_01525	CDS	591	betI		COG1309	HTH-type transcriptional regulator BetI
AOKDPPHH_01526	CDS	1551	betT1		COG1292	Osmo-independent choline transporter BetT1
AOKDPPHH_01527	CDS	333				hypothetical protein
AOKDPPHH_01528	CDS	300				hypothetical protein
AOKDPPHH_01529	CDS	375				hypothetical protein
AOKDPPHH_01530	CDS	660				hypothetical protein
AOKDPPHH_01531	CDS	2754	acn	4.2.1.3	COG1048	Aconitate hydratase A
AOKDPPHH_01532	CDS	903	oxyR_3			Hydrogen peroxide-inducible genes activator
AOKDPPHH_01533	CDS	399				hypothetical protein
AOKDPPHH_01534	CDS	756	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
AOKDPPHH_01535	CDS	1056				hypothetical protein
AOKDPPHH_01536	CDS	834	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
AOKDPPHH_01537	CDS	777	ribX			Riboflavin transport system permease protein RibX
AOKDPPHH_01538	CDS	1437				hypothetical protein
AOKDPPHH_01539	CDS	225				hypothetical protein
AOKDPPHH_01540	CDS	399				hypothetical protein
AOKDPPHH_01541	CDS	2592	acnB	4.2.1.3	COG1049	Aconitate hydratase B
AOKDPPHH_01542	CDS	1038	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
AOKDPPHH_01543	CDS	597	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
AOKDPPHH_01544	CDS	762	cheR	2.1.1.80		Chemotaxis protein methyltransferase
AOKDPPHH_01545	CDS	2385				hypothetical protein
AOKDPPHH_01546	CDS	2376				hypothetical protein
AOKDPPHH_01547	CDS	384				hypothetical protein
AOKDPPHH_01548	CDS	492	cheW_1		COG0835	Chemotaxis protein CheW
AOKDPPHH_01549	CDS	774	ycgR		COG5581	Flagellar brake protein YcgR
AOKDPPHH_01550	CDS	2193				hypothetical protein
AOKDPPHH_01551	CDS	474				hypothetical protein
AOKDPPHH_01552	CDS	2244				hypothetical protein
AOKDPPHH_01553	CDS	1140	cheA_1	2.7.13.3	COG0643	Chemotaxis protein CheA
AOKDPPHH_01554	CDS	882				hypothetical protein
AOKDPPHH_01555	CDS	366	cheY_1		COG0784	Chemotaxis protein CheY
AOKDPPHH_01556	CDS	309				hypothetical protein
AOKDPPHH_01557	CDS	399	cheW_2		COG0835	Chemotaxis protein CheW
AOKDPPHH_01558	CDS	447				hypothetical protein
AOKDPPHH_01559	CDS	783	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AOKDPPHH_01560	CDS	558				hypothetical protein
AOKDPPHH_01561	CDS	249	motB_2		COG1360	Motility protein B
AOKDPPHH_01562	CDS	741	pomA		COG1291	Chemotaxis protein PomA
AOKDPPHH_01563	CDS	1833	cheA_2	2.7.13.3	COG0643	Chemotaxis protein CheA
AOKDPPHH_01564	CDS	606				hypothetical protein
AOKDPPHH_01565	CDS	471	cheY_2		COG0784	Chemotaxis protein CheY
AOKDPPHH_01566	CDS	744	fliA		COG1191	RNA polymerase sigma factor FliA
AOKDPPHH_01567	CDS	888	ylxH		COG0455	Flagellum site-determining protein YlxH
AOKDPPHH_01568	CDS	1719	ftsY_2			Signal recognition particle receptor FtsY
AOKDPPHH_01569	CDS	2106	flhA		COG1298	Flagellar biosynthesis protein FlhA
AOKDPPHH_01570	CDS	1107	flhB		COG1377	Flagellar biosynthetic protein FlhB
AOKDPPHH_01571	CDS	1269				hypothetical protein
AOKDPPHH_01572	CDS	957				hypothetical protein
AOKDPPHH_01573	CDS	2133			COG2200	putative signaling protein
AOKDPPHH_01574	CDS	792	fliR		COG1684	Flagellar biosynthetic protein FliR
AOKDPPHH_01575	CDS	270				hypothetical protein
AOKDPPHH_01576	CDS	783	fliP		COG1338	Flagellar biosynthetic protein FliP
AOKDPPHH_01577	CDS	408				hypothetical protein
AOKDPPHH_01578	CDS	336	fliN		COG1886	Flagellar motor switch protein FliN
AOKDPPHH_01579	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
AOKDPPHH_01580	CDS	519				hypothetical protein
AOKDPPHH_01581	CDS	765				hypothetical protein
AOKDPPHH_01582	CDS	468				hypothetical protein
AOKDPPHH_01583	CDS	1386	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
AOKDPPHH_01584	CDS	642				hypothetical protein
AOKDPPHH_01585	CDS	1002	fliG		COG1536	Flagellar motor switch protein FliG
AOKDPPHH_01586	CDS	1647	fliF		COG1766	Flagellar M-ring protein
AOKDPPHH_01587	CDS	366	fliE			Flagellar hook-basal body complex protein FliE
AOKDPPHH_01588	CDS	1506	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
AOKDPPHH_01589	CDS	378	gacA_2			Response regulator GacA
AOKDPPHH_01590	CDS	1410	rpoN_2		COG1508	RNA polymerase sigma-54 factor
AOKDPPHH_01591	CDS	639	nreC		COG2197	Oxygen regulatory protein NreC
AOKDPPHH_01592	CDS	579				hypothetical protein
AOKDPPHH_01593	CDS	417	fliS		COG1516	Flagellar secretion chaperone FliS
AOKDPPHH_01594	CDS	1416	fliD		COG1345	Flagellar hook-associated protein 2
AOKDPPHH_01595	CDS	1179	fliC_1			A-type flagellin
AOKDPPHH_01596	CDS	1233	fliC_2			A-type flagellin
AOKDPPHH_01597	CDS	1218	fliC_3			A-type flagellin
AOKDPPHH_01598	CDS	1203				hypothetical protein
AOKDPPHH_01599	CDS	1881				hypothetical protein
AOKDPPHH_01600	CDS	1098				hypothetical protein
AOKDPPHH_01601	CDS	1128	flgI			Flagellar P-ring protein
AOKDPPHH_01602	CDS	693	flgH			Flagellar L-ring protein
AOKDPPHH_01603	CDS	786	flgG		COG4786	Flagellar basal-body rod protein FlgG
AOKDPPHH_01604	CDS	483	flgF		COG4787	Flagellar basal-body rod protein FlgF
AOKDPPHH_01605	CDS	1224	flgE		COG1749	Flagellar hook protein FlgE
AOKDPPHH_01606	CDS	684	flgD		COG1843	Basal-body rod modification protein FlgD
AOKDPPHH_01607	CDS	408	flgC		COG1558	Flagellar basal-body rod protein FlgC
AOKDPPHH_01608	CDS	396	flgB		COG1815	Flagellar basal body rod protein FlgB
AOKDPPHH_01609	CDS	945	cheV		COG0784	Chemotaxis protein CheV
AOKDPPHH_01610	CDS	657				hypothetical protein
AOKDPPHH_01611	CDS	306				hypothetical protein
AOKDPPHH_01612	CDS	339				hypothetical protein
AOKDPPHH_01613	CDS	1170	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
AOKDPPHH_01614	CDS	1776				hypothetical protein
AOKDPPHH_01615	CDS	2103				hypothetical protein
AOKDPPHH_01616	CDS	2763				hypothetical protein
AOKDPPHH_01617	CDS	219				hypothetical protein
AOKDPPHH_01618	CDS	1077				hypothetical protein
AOKDPPHH_01619	CDS	615	hflD		COG2915	High frequency lysogenization protein HflD
AOKDPPHH_01620	CDS	855	mnmA_1	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
AOKDPPHH_01621	CDS	309	mnmA_2	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
AOKDPPHH_01622	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
AOKDPPHH_01623	CDS	471				hypothetical protein
AOKDPPHH_01624	CDS	384	clpS			ATP-dependent Clp protease adapter protein ClpS
AOKDPPHH_01625	CDS	813				hypothetical protein
AOKDPPHH_01626	CDS	1653	clpA_1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
AOKDPPHH_01627	CDS	597	clpA_2		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
AOKDPPHH_01628	CDS	774				hypothetical protein
AOKDPPHH_01629	CDS	378				hypothetical protein
AOKDPPHH_01630	CDS	219	infA		COG0361	Translation initiation factor IF-1
AOKDPPHH_01631	CDS	741	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
AOKDPPHH_01632	CDS	1191				hypothetical protein
AOKDPPHH_01633	CDS	972		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
AOKDPPHH_01634	CDS	2364	ftsK		COG1674	DNA translocase FtsK
AOKDPPHH_01635	CDS	1944				hypothetical protein
AOKDPPHH_01636	CDS	639	lolA_1		COG2834	Outer-membrane lipoprotein carrier protein
AOKDPPHH_01637	CDS	954	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
AOKDPPHH_01638	CDS	549	rarA		COG2256	Replication-associated recombination protein A
AOKDPPHH_01639	CDS	390	yhaH		COG3152	Inner membrane protein YhaH
AOKDPPHH_01640	CDS	1029				hypothetical protein
AOKDPPHH_01641	CDS	1389				hypothetical protein
AOKDPPHH_01642	CDS	1053				hypothetical protein
AOKDPPHH_01643	CDS	999	hmuU		COG0609	Hemin transport system permease protein HmuU
AOKDPPHH_01644	CDS	762	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
AOKDPPHH_01645	CDS	1683	fusA_2		COG0480	Elongation factor G
AOKDPPHH_01646	CDS	411	fusA_3		COG0480	Elongation factor G
AOKDPPHH_01647	CDS	273				hypothetical protein
AOKDPPHH_01648	CDS	687				hypothetical protein
AOKDPPHH_01649	CDS	1905				hypothetical protein
AOKDPPHH_01650	CDS	906				hypothetical protein
AOKDPPHH_01651	CDS	534	blc_1		COG3040	Outer membrane lipoprotein Blc
AOKDPPHH_01652	CDS	1074	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
AOKDPPHH_01653	CDS	786				hypothetical protein
AOKDPPHH_01654	CDS	549				hypothetical protein
AOKDPPHH_01655	CDS	1260	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
AOKDPPHH_01656	CDS	768				hypothetical protein
AOKDPPHH_01657	CDS	1278				hypothetical protein
AOKDPPHH_01658	CDS	951				hypothetical protein
AOKDPPHH_01659	CDS	768				hypothetical protein
AOKDPPHH_01660	CDS	624	rpoE		COG1595	ECF RNA polymerase sigma factor RpoE
AOKDPPHH_01661	CDS	681	chrR		COG3806	Anti-sigma-E factor ChrR
AOKDPPHH_01662	CDS	669				hypothetical protein
AOKDPPHH_01663	CDS	2397	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
AOKDPPHH_01664	CDS	468	rcp1_1			Response regulator rcp1
AOKDPPHH_01665	CDS	1800	cph1	2.7.13.3		Phytochrome-like protein cph1
AOKDPPHH_01666	CDS	336				hypothetical protein
AOKDPPHH_01667	CDS	726				hypothetical protein
AOKDPPHH_01668	CDS	264				hypothetical protein
AOKDPPHH_01669	CDS	486	crtK-2		COG3476	Tryptophan-rich protein TspO
AOKDPPHH_01670	CDS	1935				hypothetical protein
AOKDPPHH_01671	CDS	1209	arsB		COG1055	Arsenical pump membrane protein
AOKDPPHH_01672	CDS	405				hypothetical protein
AOKDPPHH_01673	CDS	1863				Tn3 family transposase ISPa43
AOKDPPHH_01674	CDS	1188				hypothetical protein
AOKDPPHH_01675	CDS	1290				hypothetical protein
AOKDPPHH_01676	CDS	1263				hypothetical protein
AOKDPPHH_01677	CDS	891				hypothetical protein
AOKDPPHH_01678	CDS	1104	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
AOKDPPHH_01679	CDS	390	dksA_1			RNA polymerase-binding transcription factor DksA
AOKDPPHH_01680	CDS	2205	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
AOKDPPHH_01681	CDS	1608	groL_1		COG0459	60 kDa chaperonin
AOKDPPHH_01682	CDS	567	nudE_1	3.6.1.-	COG0494	ADP compounds hydrolase NudE
AOKDPPHH_01683	CDS	258				hypothetical protein
AOKDPPHH_01684	CDS	837	prfC_1		COG4108	Peptide chain release factor 3
AOKDPPHH_01685	CDS	636				hypothetical protein
AOKDPPHH_01686	CDS	606				hypothetical protein
AOKDPPHH_01687	tRNA	73				tRNA-Ile(gat)
AOKDPPHH_01688	CDS	594	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU
AOKDPPHH_01689	CDS	168				hypothetical protein
AOKDPPHH_01690	CDS	828	pstB_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
AOKDPPHH_01691	CDS	930	pstA_2		COG0581	Phosphate transport system permease protein PstA
AOKDPPHH_01692	CDS	945				hypothetical protein
AOKDPPHH_01693	CDS	1053	sphX		COG0226	Protein SphX
AOKDPPHH_01694	CDS	435				hypothetical protein
AOKDPPHH_01695	CDS	1071	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
AOKDPPHH_01696	CDS	852		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
AOKDPPHH_01697	CDS	165				hypothetical protein
AOKDPPHH_01698	CDS	1059	acr3_1		COG0798	Arsenical-resistance protein Acr3
AOKDPPHH_01699	CDS	492	arsC_1	1.20.4.4	COG0394	Arsenate reductase
AOKDPPHH_01700	CDS	315				hypothetical protein
AOKDPPHH_01701	CDS	741	arsH_1	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
AOKDPPHH_01702	CDS	420	arsC_2	1.20.4.1		Arsenate reductase
AOKDPPHH_01703	CDS	1479	bicA		COG0659	Bicarbonate transporter BicA
AOKDPPHH_01704	CDS	780				hypothetical protein
AOKDPPHH_01705	CDS	432				hypothetical protein
AOKDPPHH_01706	CDS	402				hypothetical protein
AOKDPPHH_01707	CDS	942				hypothetical protein
AOKDPPHH_01708	CDS	273				hypothetical protein
AOKDPPHH_01709	CDS	264				hypothetical protein
AOKDPPHH_01710	CDS	390				hypothetical protein
AOKDPPHH_01711	CDS	1305				hypothetical protein
AOKDPPHH_01712	CDS	1347	cusB			Cation efflux system protein CusB
AOKDPPHH_01713	CDS	1476	cusA_1		COG3696	Cation efflux system protein CusA
AOKDPPHH_01714	CDS	519	cusA_2		COG3696	Cation efflux system protein CusA
AOKDPPHH_01715	CDS	1134	cusA_3		COG3696	Cation efflux system protein CusA
AOKDPPHH_01716	CDS	831				hypothetical protein
AOKDPPHH_01717	CDS	441				hypothetical protein
AOKDPPHH_01718	CDS	552				hypothetical protein
AOKDPPHH_01719	CDS	2625	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
AOKDPPHH_01720	CDS	930	copD_1			Copper resistance protein D
AOKDPPHH_01721	CDS	384	copC			Copper resistance protein C
AOKDPPHH_01722	CDS	351				hypothetical protein
AOKDPPHH_01723	CDS	366				hypothetical protein
AOKDPPHH_01724	CDS	510				hypothetical protein
AOKDPPHH_01725	CDS	555				hypothetical protein
AOKDPPHH_01726	CDS	1269				hypothetical protein
AOKDPPHH_01727	CDS	1671	copA_2			Copper resistance protein A
AOKDPPHH_01728	CDS	210				hypothetical protein
AOKDPPHH_01729	CDS	351				hypothetical protein
AOKDPPHH_01730	CDS	741				hypothetical protein
AOKDPPHH_01731	CDS	1119	smc_1			Chromosome partition protein Smc
AOKDPPHH_01732	CDS	1581	recF_1			DNA replication and repair protein RecF
AOKDPPHH_01733	CDS	1098				hypothetical protein
AOKDPPHH_01734	CDS	276				hypothetical protein
AOKDPPHH_01735	CDS	747	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
AOKDPPHH_01736	CDS	2478	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
AOKDPPHH_01737	CDS	951	mdtA_2			Multidrug resistance protein MdtA
AOKDPPHH_01738	CDS	1278				hypothetical protein
AOKDPPHH_01739	CDS	618	czcD_3		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
AOKDPPHH_01740	CDS	1959				hypothetical protein
AOKDPPHH_01741	CDS	414	hmrR_2			HTH-type transcriptional regulator HmrR
AOKDPPHH_01742	CDS	1272	xerC_1			Tyrosine recombinase XerC
AOKDPPHH_01743	CDS	1437				hypothetical protein
AOKDPPHH_01744	CDS	1611				Tn3 family transposase ISPa43
AOKDPPHH_01745	CDS	273				hypothetical protein
AOKDPPHH_01746	CDS	1029				hypothetical protein
AOKDPPHH_01747	CDS	606				hypothetical protein
AOKDPPHH_01748	CDS	975				hypothetical protein
AOKDPPHH_01749	CDS	777				hypothetical protein
AOKDPPHH_01750	CDS	1965				hypothetical protein
AOKDPPHH_01751	CDS	198				hypothetical protein
AOKDPPHH_01752	CDS	702				hypothetical protein
AOKDPPHH_01753	CDS	921				hypothetical protein
AOKDPPHH_01754	CDS	1533				hypothetical protein
AOKDPPHH_01755	CDS	891				hypothetical protein
AOKDPPHH_01756	CDS	525				hypothetical protein
AOKDPPHH_01757	CDS	96				hypothetical protein
AOKDPPHH_01758	CDS	912				hypothetical protein
AOKDPPHH_01759	CDS	324				hypothetical protein
AOKDPPHH_01760	CDS	717				hypothetical protein
AOKDPPHH_01761	CDS	1851				hypothetical protein
AOKDPPHH_01762	CDS	1047				hypothetical protein
AOKDPPHH_01763	CDS	1380				hypothetical protein
AOKDPPHH_01764	CDS	1194				hypothetical protein
AOKDPPHH_01765	CDS	348				hypothetical protein
AOKDPPHH_01766	CDS	216				hypothetical protein
AOKDPPHH_01767	CDS	750				hypothetical protein
AOKDPPHH_01768	CDS	150				hypothetical protein
AOKDPPHH_01769	CDS	141				hypothetical protein
AOKDPPHH_01770	CDS	252				hypothetical protein
AOKDPPHH_01771	CDS	279				hypothetical protein
AOKDPPHH_01772	CDS	363				hypothetical protein
AOKDPPHH_01773	CDS	285				hypothetical protein
AOKDPPHH_01774	CDS	195				hypothetical protein
AOKDPPHH_01775	CDS	231				hypothetical protein
AOKDPPHH_01776	CDS	705				hypothetical protein
AOKDPPHH_01777	CDS	138				hypothetical protein
AOKDPPHH_01778	CDS	732				hypothetical protein
AOKDPPHH_01779	CDS	132				hypothetical protein
AOKDPPHH_01780	CDS	624	nboR	1.1.1.328		Nicotine blue oxidoreductase
AOKDPPHH_01781	CDS	807				hypothetical protein
AOKDPPHH_01782	CDS	2205	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
AOKDPPHH_01783	CDS	273	paoB_1	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
AOKDPPHH_01784	CDS	255	paoB_2	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
AOKDPPHH_01785	CDS	450	paoB_3	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
AOKDPPHH_01786	CDS	642	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
AOKDPPHH_01787	CDS	993	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
AOKDPPHH_01788	CDS	501				hypothetical protein
AOKDPPHH_01789	CDS	894	pgrR_7			HTH-type transcriptional regulator PgrR
AOKDPPHH_01790	CDS	957				hypothetical protein
AOKDPPHH_01791	CDS	1059	ycjY		COG1073	putative protein YcjY
AOKDPPHH_01792	CDS	1095				hypothetical protein
